locusId	sysName	type	scaffoldId	begin	end	strand	name	desc	GC	nTA
15431	b1311	1	7023	1371246	1372127	+	ycjO	predicted sugar transporter subunit: membrane component of ABC superfamily (NCBI)	0.5363	30
15432	b1312	1	7023	1372114	1372956	+	ycjP	predicted sugar transporter subunit: membrane component of ABC superfamily (NCBI)	0.5279	22
15433	b1313	1	7023	1372987	1374039	+	ycjQ	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (NCBI)	0.5575	28
15434	b1314	1	7023	1374058	1374846	+	b1314	putative transient receptor potential locus (VIMSS)	0.5361	29
15435	b1315	1	7023	1374856	1375911	+	ycjS	predicted oxidoreductase, NADH-binding (NCBI)	0.5473	26
15436	b1316	1	7023	1375908	1378175	+	ycjT	predicted hydrolase (NCBI)	0.5375	64
15437	b1317	1	7023	1378172	1378831	+	ycjU	predicted beta-phosphoglucomutase (NCBI)	0.5652	13
1936466	b4524	7	7023	1378845	1379926	+	ycjV		0.4908	34
15439	b1319	1	7023	1379971	1380876	+	ompG	outer membrane porin (NCBI)	0.4989	41
15440	b1320	1	7023	1380987	1381985	-	ycjW	predicted DNA-binding transcriptional regulator (NCBI)	0.4545	41
15441	b1321	1	7023	1382141	1383538	+	ycjX	conserved protein with nucleoside triphosphate hydrolase domain (NCBI)	0.5443	43
15442	b1322	1	7023	1383535	1384596	+	ycjF	hypothetical protein (NCBI)	0.5631	26
15443	b1323	1	7023	1384744	1386285	+	tyrR	DNA-binding transcriptional dual regulator, tyrosine-binding (NCBI)	0.5214	44
15444	b1324	1	7023	1386329	1386835	-	tpx	thiol peroxidase (NCBI)	0.5128	13
15445	b1325	1	7023	1386954	1387919	+	ycjG	putative muconate cycloisomerase I (EC 5.5.-.-) (VIMSS)	0.5466	28
15446	b1326	1	7023	1387894	1388622	-	mpaA	murein peptide amidase A (RefSeq)	0.5487	13
1936468	b4525	7	7023	1388749	1388886	-	ymjC		0.4130	5
7497347	b4673	7	7023	1388892	1388957	-	ymjD		0.3636	5
15447	b1327	1	7023	1388957	1389877	-	ycjY	predicted hydrolase (RefSeq)	0.4799	41
15448	b1328	1	7023	1390015	1390914	+	ycjZ	predicted DNA-binding transcriptional regulator (NCBI)	0.4656	39
15449	b1329	1	7023	1391251	1392864	+	b1329	putative transport periplasmic protein (VIMSS)	0.4796	66
15450	b1330	1	7023	1392915	1393946	-	ynaI	conserved inner membrane protein (NCBI)	0.4322	58
15451	b1331	1	7023	1394100	1395116	+	insH-4	IS5 transposase and trans-activator (NCBI)	0.5467	13
15452	b1332	1	7023	1395389	1395646	+	ynaJ	predicted inner membrane protein (NCBI)	0.4535	9
15453	b1333	1	7023	1395696	1396646	-	uspE	stress-induced protein (NCBI)	0.5058	27
15454	b1334	1	7023	1396798	1397550	-	fnr	DNA-binding transcriptional dual regulator, global regulator of anaerobic growth (NCBI)	0.5166	18
15455	b1335	1	7023	1397745	1398260	-	ogt	O-6-alkylguanine-DNA:cysteine-protein methyltransferase (NCBI)	0.5310	17
15456	b1336	1	7023	1398271	1399797	-	ydaH	putative pump protein (transport) (VIMSS)	0.4925	57
15457	b1337	1	7023	1399834	1401279	-	abgB	predicted peptidase, aminobenzoyl-glutamate utilization protein (NCBI)	0.5256	44
15458	b1338	1	7023	1401279	1402589	-	ydaJ	putative aminohydrolase (EC 3.5.1.14) (VIMSS)	0.5523	33
15459	b1339	1	7023	1402765	1403673	+	abgR	predicted DNA-binding transcriptional regulator (NCBI)	0.4961	34
1936472	b4426	6	7023	1403676	1403833	-	isrA	unknown RNA (NCBI)	0.4494	7
15460	b1340	1	7023	1404003	1404566	+	ydaL	hypothetical protein (NCBI)	0.5426	19
15461	b1341	1	7023	1404587	1405819	-	b1341	orf, hypothetical protein (VIMSS)	0.4769	46
15462	b1342	1	7023	1406074	1407057	+	ydaN	zinc transporter (NCBI)	0.5193	31
10279117	b4699	6	7023	1407153	1407274	+	fnrS	FNR-activated anaerobic sRNA antisense regulator down regulates cydDC, metE, sodA, sodB, Hfq-dependent; mediates negative FNR regulation (RefSeq)	0.4426	5
15463	b1343	1	7023	1407535	1408908	+	dbpA	ATP-dependent RNA helicase, specific for 23S rRNA (NCBI)	0.5197	36
15464	b1344	1	7023	1409037	1409972	-	ydaO	predicted C32 tRNA thiolase (NCBI)	0.4861	30
15465	b1345	1	7023	1410024	1411259	-	intR	Rac prophage; integrase (NCBI)	0.4296	53
15466	b1346	1	7023	1411261	1411476	-	ydaQ	orf, hypothetical protein (VIMSS)	0.4491	9
15467	b1347	1	7023	1411555	1411764	-	ydaC	Rac prophage; predicted protein (NCBI)	0.3476	9
15468	b1348	1	7023	1411757	1411951	-	lar	Rac prophage; restriction alleviation protein (NCBI)	0.4051	8
15469	b1349	1	7023	1412008	1412817	-	recT	Rac prophage; recombination and repair protein (NCBI)	0.4716	33
15470	b1350	1	7023	1412810	1415410	-	recE	Rac prophage; exonuclease VIII, 5' -> 3' specific dsDNA exonuclease (NCBI)	0.4940	73
15471	b1351	1	7023	1415512	1415787	-	racC	Rac prophage; predicted protein (NCBI)	0.3913	10
1936475	b4526	1	7023	1415862	1416032	-	ydaE	Rac prophage; conserved protein (NCBI)	0.3684	4
15473	b1352	1	7023	1416032	1416253	-	ydaD	orf, hypothetical protein (VIMSS)	0.4189	13
15474	b1353	1	7023	1416695	1417183	+	sieB	phage superinfection exclusion protein (VIMSS)	0.3722	28
15476	b4527	1	7023	1417180	1417335	-	b1354	orf, hypothetical protein (VIMSS)	0.4936	3
15477	b1355	1	7023	1417346	1417480	-	b1355	orf, hypothetical protein (VIMSS)	0.4741	8
15478	b1356	1	7023	1417789	1418265	-	racR	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.4193	24
15479	b1357	1	7023	1418389	1418685	+	ydaS	Rac prophage; predicted DNA-binding transcriptional regulator (NCBI)	0.4343	10
15480	b1358	1	7023	1418708	1419130	+	ydaT	Rac prophage; predicted protein (NCBI)	0.5083	11
15481	b1359	1	7023	1419143	1420000	+	ydaU	Rac prophage; conserved protein (NCBI)	0.4790	20
15482	b1360	1	7023	1420007	1420753	+	ydaV	Rac prophage; predicted DNA replication protein (NCBI)	0.5274	13
15483	b1361	7	7023	1420725	1421224	+	ydaW	orf, hypothetical protein (VIMSS)	0.4780	12
15484	b1362	7	7023	1421225	1421668	+	rzpR	putative Rac prophage endopeptidase (VIMSS)	0.5248	10
1936482	b4528	1	7023	1421424	1421609	+	rzoR	Rac prophage; predicted lipoprotein (NCBI)	0.5699	2
15485	b1363	1	7023	1421806	1423263	+	trkG	Rac prophage; potassium transporter subunit (NCBI)	0.3807	93
15487	b1365	1	7023	1423401	1423664	+	ynaK	Rac prophage; conserved protein (NCBI)	0.4811	9
15488	b1366	7	7023	1423654	1424106	+	ydaY	Rac prophage; predicted protein (RefSeq)	0.4901	14
15490	b1368	7	7023	1424478	1425410	+	ynaA	Rac prophage; predicted tail protein (RefSeq)	0.4609	27
1936483	b4570	7	7023	1425413	1425622	+	lomR		0.5571	8
15492	b1370	1	7023	1425770	1426750	-	insH-5	Rac prophage; IS5 transposase and trans-activator (NCBI)	0.5545	14
15494	b1372	1	7023	1427073	1430435	+	b1372	putative membrane protein (VIMSS)	0.5335	97
15495	b1373	1	7023	1430435	1431010	+	tfaR	Rac prophage; predicted tail fiber assembly protein (NCBI)	0.4809	20
15496	b1374	1	7023	1431108	1431698	-	pinR	Rac prophage; predicted site-specific recombinase (NCBI)	0.4467	18
15497	b1375	1	7023	1432015	1432248	-	ynaE	cold shock protein, function unknown, Rac prophage (NCBI)	0.3590	14
3446175	b4638	7	7023	1432982	1433032	-	ttcC		0.3137	3
15498	b1376	1	7023	1433209	1433643	-	ynaF	putative filament protein (VIMSS)	0.4851	14
15499	b1377	1	7023	1433784	1434917	-	ompN	outer membrane pore protein N, non-specific (NCBI)	0.4665	50
1936487	b4427	6	7023	1435145	1435253	+	micC	regulatory sRNA (NCBI)	0.3853	4
15500	b1378	1	7023	1435284	1438808	-	ydbK	fused predicted pyruvate-flavodoxin oxidoreductase: conserved protein/conserved protein/FeS binding protein (NCBI)	0.5325	101
1936488	b4529	1	7023	1439082	1439348	+	ydbJ	hypothetical protein (NCBI)	0.5468	9
15501	b1379	1	7023	1439345	1439767	-	hslJ	heat-inducible protein (NCBI)	0.4681	16
15502	b1380	1	7023	1439878	1440867	-	ldhA	D-lactate dehydrogenase (NCBI)	0.5010	33
15503	b1381	1	7023	1441075	1443714	+	ydbH	hypothetical protein (NCBI)	0.5212	78
15504	b1382	1	7023	1443711	1443896	+	ynbE	predicted lipoprotein (NCBI)	0.4301	6
15505	b1383	1	7023	1443904	1444230	+	ydbL	orf, hypothetical protein (VIMSS)	0.4495	16
15506	b1384	1	7023	1444402	1445307	-	feaR	DNA-binding transcriptional dual regulator (NCBI)	0.4857	38
15507	b1385	1	7023	1445543	1447042	+	feaB	phenylacetaldehyde dehydrogenase (VIMSS)	0.5340	46
15508	b1386	1	7023	1447100	1449373	-	tynA	tyramine oxidase, copper-requiring (NCBI)	0.5062	93
15509	b1387	1	7023	1449621	1451666	-	maoC	fused aldehyde dehydrogenase/enoyl-CoA hydratase (NCBI)	0.5420	54
15510	b1388	1	7023	1451951	1452880	+	paaA	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.5215	25
15511	b1389	1	7023	1452892	1453179	+	paaB	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.4965	6
15512	b1390	1	7023	1453188	1453934	+	paaC	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.5301	21
15513	b1391	1	7023	1453949	1454446	+	paaD	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (RefSeq)	0.5582	13
15514	b1392	1	7023	1454454	1455524	+	paaE	predicted multicomponent oxygenase/reductase subunit for phenylacetic acid degradation (NCBI)	0.5331	32
15515	b1393	1	7023	1455521	1456288	+	paaF	enoyl-CoA hydratase-isomerase (NCBI)	0.5456	24
15516	b1394	1	7023	1456288	1457076	+	paaG	enoyl-CoA hydratase (NCBI)	0.5450	24
15517	b1395	1	7023	1457078	1458505	+	paaH	3-hydroxybutyryl-CoA dehydrogenase (NCBI)	0.5322	33
15518	b1396	1	7023	1458495	1458917	+	paaI	predicted thioesterase (NCBI)	0.5154	12
15519	b1397	1	7023	1458917	1460122	+	paaJ	acetyl-CoA acetyltransferase (NCBI)	0.5597	31
15520	b1398	1	7023	1460149	1461462	+	paaK	phenylacetyl-CoA ligase (NCBI)	0.5183	38
15521	b1399	1	7023	1461563	1462513	+	paaX	DNA-binding transcriptional repressor of phenylacetic acid degradation, aryl-CoA responsive (NCBI)	0.5037	30
15522	b1400	1	7023	1462495	1463085	+	paaY	predicted hexapeptide repeat acetyltransferase (NCBI)	0.5059	20
7497348	b4674	1	7023	1463189	1463254	-	ynbG	expressed protein (RefSeq)	0.1364	11
1936492	b4492	7	7023	1463416	1465928	+	ydbA		0.5030	93
15524	b1402	1	7023	1465945	1466850	-	insD-2	IS2 insertion element transposase InsAB' (NCBI)	0.5508	25
15525	b1403	1	7023	1466808	1467173	-	insC	KpLE2 phage-like element; IS2 insertion element repressor InsA (RefSeq)	0.5301	8
15526	b1404	1	7023	1467382	1468533	+	insI-2	IS30 transposase (NCBI)	0.4583	53
15528	b1406	1	7023	1472245	1473105	+	ydbC	predicted oxidoreductase, NAD(P)-binding (NCBI)	0.5308	21
15529	b1407	1	7023	1473168	1475474	+	ydbD	orf, hypothetical protein (VIMSS)	0.4348	107
15530	b1408	1	7023	1475645	1476250	+	b1408	probable enzyme (VIMSS)	0.4653	25
15531	b1409	1	7023	1476250	1477146	+	ynbB	predicted CDP-diglyceride synthase (NCBI)	0.4359	49
15532	b1410	1	7023	1477162	1478919	+	ynbC	predicted hydrolase (NCBI)	0.5091	63
15533	b1411	1	7023	1478933	1480225	+	ynbD	predicted phosphatase, inner membrane protein (NCBI)	0.5058	46
15534	b1412	1	7023	1480279	1480884	-	azoR	acyl carrier protein phosphodiesterase (NCBI)	0.5198	18
15535	b1413	1	7023	1481085	1484987	+	hrpA	ATP-dependent helicase (RefSeq)	0.5345	115
15536	b1414	1	7023	1485259	1486059	+	ydcF	hypothetical protein (NCBI)	0.5119	33
15537	b1415	1	7023	1486256	1487695	+	aldA	aldehyde dehydrogenase A, NAD-linked (NCBI)	0.5097	43
1936496	b4493	7	7023	1487737	1488737	-	gapC		0.4805	32
15539	b1418	1	7023	1488926	1489456	+	cybB	cytochrome b(561) (VIMSS)	0.4765	17
3446176	b4597	6	7023	1489467	1489530	-	rydC	sRNA regulator of yejABEF (RefSeq)	0.5000	5
15540	b1419	1	7023	1489701	1489874	+	ydcA	hypothetical protein (NCBI)	0.4425	7
1936500	b4428	1	7023	1489946	1490095	-	hokB	toxic polypeptide, small (NCBI)	0.5333	4
15541	b1420	1	7023	1489986	1490153	-	mokB	regulatory peptide (NCBI)	0.5119	6
1936501	b4429	6	7023	1490143	1490198	+	sokB	Antisense sRNA blocking mokB, and hence hokB, translation (RefSeq)	0.5179	2
15542	b1421	1	7023	1490494	1492134	+	trg	methyl-accepting chemotaxis protein III, ribose and galactose sensor receptor (NCBI)	0.5125	46
15543	b1422	1	7023	1492172	1493095	-	ydcI	putative transcriptional regulator LYSR-type (VIMSS)	0.5054	33
15544	b1423	1	7023	1493312	1494655	+	ydcJ	hypothetical protein (NCBI)	0.5268	37
15545	b1424	1	7023	1494880	1496535	+	mdoD	glucan biosynthesis protein, periplasmic (RefSeq)	0.5079	61
15547	b1426	1	7023	1496675	1496899	+	ydcH	orf, hypothetical protein (VIMSS)	0.4133	7
15548	b1427	1	7023	1496962	1497501	+	rimL	ribosomal-protein-L7/L12-serine acetyltransferase (NCBI)	0.4333	18
15549	b1428	1	7023	1497493	1498473	-	ydcK	predicted enzyme (NCBI)	0.4842	44
15550	b1429	1	7023	1498597	1499589	+	tehA	potassium-tellurite ethidium and proflavin transporter (NCBI)	0.5317	28
15551	b1430	1	7023	1499586	1500179	+	tehB	predicted S-adenosyl-L-methionine-dependent methyltransferase (NCBI)	0.4596	26
15552	b1431	1	7023	1500481	1501149	+	ydcL	predicted lipoprotein (NCBI)	0.4469	37
1936505	b4578	7	7023	1501242	1501673	-	insP		0.4583	18
15553	b1432	1	7023	1501741	1502889	+	insQ	IS609 transposase B (RefSeq)	0.5187	33
15554	b1433	1	7023	1502929	1504104	-	b1433	putative membrane transport protein (VIMSS)	0.5298	41
15555	b1434	1	7023	1504196	1504732	+	ydcN	predicted DNA-binding transcriptional regulator (NCBI)	0.4935	15
15556	b1435	1	7023	1504805	1506766	+	ydcP	putative collagenase (VIMSS)	0.5107	55
15557	b1436	1	7023	1506858	1507088	-	yncJ	hypothetical protein (NCBI)	0.4892	4
15558	b4532	1	7023	1507310	1507486	+	yncN	orf, hypothetical protein (VIMSS)	0.4915	3
15559	b1438	1	7023	1507532	1507948	+	ydcQ	predicted DNA-binding transcriptional regulator (RefSeq)	0.4556	21
15560	b1439	1	7023	1508027	1509433	+	ydcR	fused predicted DNA-binding transcriptional regulator/predicted amino transferase (NCBI)	0.5139	48
15561	b1440	1	7023	1509678	1510823	+	ydcS	predicted spermidine/putrescine transporter subunit (NCBI)	0.5279	39
15562	b1441	1	7023	1510841	1511854	+	ydcT	predicted spermidine/putrescine transporter subunit (NCBI)	0.5444	24
15563	b1442	1	7023	1511855	1512796	+	ydcU	predicted spermidine/putrescine transporter subunit (NCBI)	0.5297	38
15564	b1443	1	7023	1512786	1513580	+	ydcV	predicted spermidine/putrescine transporter subunit (NCBI)	0.5396	24
15565	b1444	1	7023	1513602	1515026	+	ydcW	medium chain aldehyde dehydrogenase (NCBI)	0.5319	42
3446177	b4598	1	7023	1515123	1515218	-	yncL	hypothetical protein (RefSeq)	0.3333	7
15566	b1445	1	7023	1515413	1515586	+	b1445	orf, hypothetical protein (VIMSS)	0.4483	5
15567	b1446	1	7023	1515672	1515905	+	ydcY	hypothetical protein (NCBI)	0.5427	8
15568	b1447	1	7023	1515906	1516355	-	ydcZ	predicted inner membrane protein (NCBI)	0.5178	13
15569	b1448	1	7023	1516352	1516870	-	yncA	predicted acyltransferase with acyl-CoA N-acyltransferase domain (NCBI)	0.5318	16
15570	b1449	1	7023	1517051	1518088	+	yncB	predicted oxidoreductase, Zn-dependent and NAD(P)-binding (RefSeq)	0.5231	47
15571	b1450	1	7023	1518286	1518951	+	b1450	orf, hypothetical protein (VIMSS)	0.4369	32
15572	b1451	1	7023	1518987	1521089	-	yncD	predicted iron outer membrane transporter (NCBI)	0.5107	84
15573	b1452	1	7023	1521331	1522392	+	yncE	hypothetical protein (NCBI)	0.5066	44
15574	b1453	1	7023	1522505	1524004	-	ansP	L-asparagine permease (VIMSS)	0.5200	52
15575	b1454	1	7023	1524271	1524888	+	yncG	predicted enzyme (NCBI)	0.4741	19
15576	b1455	1	7023	1524964	1525176	+	yncH	hypothetical protein (NCBI)	0.3146	13
15577	b1456	7	7023	1525926	1527962	+	rhsE	rhsE element core protein RshE (RefSeq)	0.5817	64
15578	b1457	1	7023	1527946	1528428	+	ydcD	hypothetical protein (NCBI)	0.2733	47
15580	b1459	7	7023	1528610	1529663	+	yncI	hypothetical protein (NCBI)	0.3786	48
15581	b1460	1	7023	1529840	1530976	+	ydcC	hypothetical protein (NCBI)	0.4178	44
15582	b1461	1	7023	1531076	1531309	+	ydcE	4-oxalocrotonate tautomerase (NCBI)	0.4316	9
15583	b1462	1	7023	1531306	1531875	-	b1462	orf, hypothetical protein (VIMSS)	0.5123	19
15584	b1463	1	7023	1532048	1532893	+	nhoA	N-hydroxyarylamine O-acetyltransferase (NCBI)	0.5142	21
15585	b1464	1	7023	1532989	1533882	-	yddE	hypothetical protein (NCBI)	0.5201	23
15586	b1465	1	7023	1533961	1534641	-	narV	nitrate reductase 2 (NRZ), gamma subunit (NCBI)	0.5272	17
15587	b1466	1	7023	1534638	1535333	-	narW	nitrate reductase 2 (NRZ), delta subunit (assembly subunit) (NCBI)	0.5632	16
15588	b1467	1	7023	1535333	1536877	-	narY	nitrate reductase 2 (NRZ), beta subunit (NCBI)	0.5430	41
15589	b1468	1	7023	1536874	1540614	-	narZ	nitrate reductase 2 (NRZ), alpha subunit (NCBI)	0.5504	115
15590	b1469	1	7023	1540696	1542084	-	narU	nitrate/nitrite transporter (NCBI)	0.4896	58
15591	b1470	1	7023	1542408	1542743	-	yddJ	hypothetical protein (NCBI)	0.3571	29
15592	b1471	7	7023	1542782	1543771	-	yddK	hypothetical protein (RefSeq)	0.3242	76
15593	b1472	7	7023	1543774	1544052	-	yddL	predicted lipoprotein (RefSeq)	0.4229	19
15594	b1473	1	7023	1544312	1545193	-	yddG	predicted methyl viologen efflux pump (RefSeq)	0.4966	48
15595	b1474	1	7023	1545425	1548472	+	fdnG	formate dehydrogenase-N, alpha subunit, nitrate-inducible (NCBI)	0.5417	92
15596	b1475	1	7023	1548485	1549369	+	fdnH	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible (NCBI)	0.5503	26
15597	b1476	1	7023	1549362	1550015	+	fdnI	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible (NCBI)	0.4969	18
15598	b1477	1	7023	1550422	1550706	-	yddM	predicted DNA-binding transcriptional regulator (RefSeq)	0.5123	3
15599	b1478	1	7023	1550852	1551862	-	adhP	alcohol dehydrogenase (VIMSS)	0.5242	34
15600	b1479	1	7023	1551996	1553693	-	sfcA	NAD-linked malate dehydrogenase (malic enzyme) (VIMSS)	0.5200	58
15601	b1480	1	7023	1553850	1553987	-	sra	30S ribosomal subunit protein S22 (NCBI)	0.4420	8
15602	b1481	1	7023	1554089	1554304	-	b1481	orf, hypothetical protein (VIMSS)	0.4537	5
15603	b1482	1	7023	1554649	1555080	+	osmC	osmotically inducible, stress-inducible membrane protein (NCBI)	0.5000	10
15604	b1483	1	7023	1555136	1556062	-	ddpF	D-ala-D-ala transporter subunit (NCBI)	0.5458	32
15605	b1484	1	7023	1556055	1557041	-	ddpD	D-ala-D-ala transporter subunit (NCBI)	0.5410	31
15606	b1485	1	7023	1557038	1557934	-	ddpC	D-ala-D-ala transporter subunit (NCBI)	0.5307	33
15607	b1486	1	7023	1557931	1558953	-	ddpB	D-ala-D-ala transporter subunit (NCBI)	0.5494	31
15608	b1487	1	7023	1558955	1560505	-	ddpA	D-ala-D-a la transporter subunit (NCBI)	0.5035	53
15609	b1488	1	7023	1560519	1561100	-	ddpX	D-ala-D-ala dipeptidase, Zn-dependent (NCBI)	0.5292	19
15610	b1489	1	7023	1561358	1563757	-	b1489	putative enzyme (VIMSS)	0.5021	78
15611	b1490	1	7023	1563782	1565164	-	yddV	predicted diguanylate cyclase (RefSeq)	0.4440	69
15612	b1491	1	7023	1565528	1566847	-	yddW	predicted liprotein (NCBI)	0.5235	53
15613	b1492	1	7023	1566978	1568513	-	gadC	predicted glutamate:gamma-aminobutyric acid antiporter (NCBI)	0.4811	62
15614	b1493	1	7023	1568669	1570069	-	gadB	glutamate decarboxylase B, PLP-dependent (NCBI)	0.5332	38
15615	b1494	1	7023	1570431	1573226	-	pqqL	predicted peptidase (NCBI)	0.4664	111
15616	b1495	1	7023	1573271	1575643	-	yddB	predicted porin protein (NCBI)	0.4598	144
15617	b1496	1	7023	1575681	1577366	-	yddA	fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component (NCBI)	0.4365	93
15618	b1497	1	7023	1577657	1578814	-	b1497	putative enzyme (VIMSS)	0.3869	62
15619	b1498	1	7023	1578866	1580548	-	b1498	putative sulfatase (VIMSS)	0.4409	85
15620	b1499	1	7023	1580950	1581711	-	ydeO	predicted DNA-binding transcriptional acfivator (NCBI)	0.3950	35
5752727	b1500	1	7023	1581786	1581983	-	yneN	Two component system connector membrane protein, EvgSA to PhoQP (RefSeq)	0.3737	9
15622	b1501	1	7023	1582231	1584510	-	YdeP	putative oxidoreductase, major subunit, acid resistance protein (Katherine Huang)	0.5031	85
15623	b1502	1	7023	1584844	1585758	-	ydeQ	predicted fimbrial-like adhesin protein (NCBI)	0.4470	55
15624	b1503	1	7023	1585817	1586320	-	ydeR	predicted fimbrial-like adhesin protein (NCBI)	0.4484	24
15625	b1504	1	7023	1586333	1586863	-	ydeS	predicted fimbrial-like adhesin protein (NCBI)	0.4482	24
15626	b1505	7	7023	1586877	1588103	-	ydeT	hypothetical protein (RefSeq)	0.4458	65
15627	b1506	7	7023	1588358	1588560	-	yneL	predicted transcriptional regulator (NCBI)	0.4631	9
15628	b1507	1	7023	1588878	1590200	-	hipA	regulator with hipB (NCBI)	0.4807	47
15629	b1508	1	7023	1590200	1590466	-	hipB	DNA-binding transcriptional regulator (NCBI)	0.4457	6
7497349	b4696	7	7023	1590689	1596011	-	yneO		0.5054	237
15632	b1511	1	7023	1596641	1598233	-	ydeV	putative kinase (VIMSS)	0.5223	52
15633	b1512	1	7023	1598312	1599265	-	lsrR	lsr operon transcriptional repressor (NCBI)	0.5073	30
15634	b1513	1	7023	1599514	1601049	+	lsrA	fused AI2 transporter subunits of ABC superfamily: ATP-binding components (NCBI)	0.5332	47
15635	b1514	1	7023	1601043	1602071	+	lsrC	AI2 transporter (NCBI)	0.5374	27
15636	b1515	1	7023	1602071	1603063	+	lsrD	AI2 transporter (NCBI)	0.5327	37
15637	b1516	1	7023	1603075	1604097	+	lsrB	AI2 transporter (NCBI)	0.4966	38
15638	b1517	1	7023	1604124	1604999	+	lsrF	hypothetical protein (NCBI)	0.4966	37
15639	b1518	1	7023	1605023	1605313	+	lsrG	autoinducer-2 (AI-2) modifying protein LsrG (NCBI)	0.4639	12
15640	b1519	1	7023	1605370	1606128	+	tam	trans-aconitate 2-methyltransferase (NCBI)	0.5389	23
15641	b1520	1	7023	1606132	1607046	-	b1520	orf, hypothetical protein (VIMSS)	0.4798	35
